sample_id,sp_code,genus,species,date_sampled,time_sampled,region,site,colony_depth_m,colony_depth_ft,water_temp_c,lat,lon,gps,waypoint,collected_by,photo,colony_tag,colony_diameter_cm,colony_note1,colony_note2,sample_note1,sample_note2,tube_label,sample_location
LSI0924,DLAB,Diploria,labyrinthiformis,10/9/19,NA,EX,RAINBOW GARDEN,5.4864,18,NA,23.79644203,-76.14626312,NA,NA,AB/AW,BAKER,NA,NA,VERY WIDE GROOVES - SEE PHOTO,NA,NA,NA,NA,Nassau
LSI0925,SINT,Stephanocoenia,intersepta,10/9/19,NA,EX,RAINBOW GARDEN,3.9624,13,NA,23.79644203,-76.14626312,NA,NA,AB/AW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0926,MDEC,Madracis,decactis,10/9/19,NA,EX,RAINBOW GARDEN,5.7912,19,NA,23.79644203,-76.14626312,NA,NA,AB/AW,BAKER,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0927,DLAB,Diploria,labyrinthiformis,10/9/19,NA,EX,RAINBOW GARDEN,5.7912,19,NA,23.79644203,-76.14626312,NA,NA,AB/AW,BAKER,NA,NA,VERY WIDE GROOVES - SEE PHOTO,NA,NA,NA,NA,Nassau
LSI0928,PCOL,Porites,colonensis,10/9/19,NA,EX,RAINBOW GARDEN,3.3528,11,NA,23.79644203,-76.14626312,NA,NA,AB/AW,BAKER,NA,NA,NO PHOTO,NA,NA,NA,NA,Nassau
LSI0929,MCAV,Montastraea,cavernosa,10/9/19,NA,EX,RAINBOW GARDEN,3.6576,12,NA,23.79644203,-76.14626312,NA,NA,AB/AW,BAKER,NA,NA,QUITE LARGE POLYPS. NO PHOTO,NA,NA,NA,NA,Nassau
LSI0930,DSTO,Dichocoenia,stokesi,10/10/19,NA,EX,Andy's Acer,2.1336,7,NA,23.78573036,-76.11737061,5,461,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0931,PCLI,Pseudodiploria,clivosa,10/10/19,NA,EX,Andy's Acer,1.2192,4,NA,23.78573036,-76.11737061,5,461,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0932,DLAB,Diploria,labyrinthiformis,10/10/19,NA,EX,Andy's Acer,1.2192,4,NA,23.78573036,-76.11737061,5,461,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0933,PSTR,Pseudodiploria,strigosa,10/10/19,NA,EX,Andy's Acer,2.4384,8,NA,23.78573036,-76.11737061,5,461,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0934,OANN,Orbicella,annularis,10/10/19,NA,EX,Andy's Acer,2.1336,7,NA,23.78573036,-76.11737061,5,461,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0935,ATEN,Agaricia,tenuifolia,10/10/19,NA,EX,Andy's Acer,2.1336,7,NA,23.78573036,-76.11737061,5,461,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0936,OFAV,Orbicella,faveolata,10/10/19,NA,EX,Andy's Acer,2.1336,7,NA,23.78573036,-76.11737061,5,461,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0937,PAST,Porites,astreoides,10/10/19,NA,EX,Andy's Acer,2.4384,8,NA,23.78573036,-76.11737061,5,461,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0938,PSTR,Pseudodiploria,strigosa,10/10/19,NA,EX,Andy's Acer,1.8288,6,NA,23.78573036,-76.11737061,5,461,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0939,PCLI,Pseudodiploria,clivosa,10/10/19,NA,EX,Andy's Acer,1.524,5,NA,23.78573036,-76.11737061,5,461,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0940,OFRA,Orbicella,franksi,10/10/19,NA,EX,Bock Cay Wall,26.8224,88,NA,23.83203125,-76.15284729,NA,NA,OW,Weiler,NA,NA,BOTTOM,NA,LSI 941,NA,NA,Nassau
LSI0941,OFRA,Orbicella,franksi,10/10/19,NA,EX,Bock Cay Wall,26.8224,88,NA,23.83203125,-76.15284729,NA,NA,OW,Weiler,NA,NA,TOP,NA,LSI 940,NA,NA,Nassau
LSI0942,PAST,Porites,astreoides,10/10/19,NA,EX,Bock Cay Wall,26.2128,86,NA,23.83203125,-76.15284729,NA,NA,OW,Weiler,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0943,DLAB,Diploria,labyrinthiformis,10/10/19,NA,EX,Bock Cay Wall,26.5176,87,NA,23.83203125,-76.15284729,NA,NA,OW,Weiler,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0944,DLAB,Diploria,labyrinthiformis,10/10/19,NA,EX,Bock Cay Wall,26.5176,87,NA,23.83203125,-76.15284729,NA,NA,OW,Weiler,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0945,PAST,Porites,astreoides,10/10/19,NA,EX,Bock Cay Wall,26.5176,87,NA,23.83203125,-76.15284729,NA,NA,OW,Weiler,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0946,PPOR,Porites,porites,10/10/19,NA,EX,Bock Cay Wall,23.7744,78,NA,23.83203125,-76.15284729,NA,NA,OW,Weiler,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0948,PORI,Porites,sp,10/10/19,NA,EX,Bock Cay Wall,27.432,90,NA,23.83203125,-76.15284729,NA,NA,OW,Weiler,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0949,DLAB,Diploria,labyrinthiformis,10/10/19,NA,EX,Bock Cay Wall,23.1648,76,NA,23.83203125,-76.15284729,NA,NA,OW,Weiler,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0949,OANN,Orbicella,annularis,10/10/19,NA,EX,Bock Rock,2.4,7.874015748,NA,23.81721115,-76.18871307,NA,NA,JP,Weiler,NA,NA,TOP,COLONY IN THE LIGHT,LSI950,NA,NA,Nassau
LSI0950,OANN,Orbicella,annularis,10/10/19,NA,EX,Bock Rock,2.4,7.874015748,NA,23.81721115,-76.18871307,NA,NA,JP,Weiler,NA,NA,BOTTOM,COLONY IN THE LIGHT,LSI949,NA,NA,Nassau
LSI0951,OANN,Orbicella,annularis,10/10/19,NA,EX,Bock Rock,1,3.280839895,NA,23.81721115,-76.18871307,NA,NA,JP,Weiler,NA,NA,TOP,COLONY IN THE DARK,LSI952,NA,NA,Nassau
LSI0952,OANN,Orbicella,annularis,10/10/19,NA,EX,Bock Rock,1,3.280839895,NA,23.81721115,-76.18871307,NA,NA,JP,Weiler,NA,NA,BOTTOM,COLONY IN THE DARK,LSI951,NA,NA,Nassau
LSI0953,OFAV,Orbicella,faveolata,10/10/19,NA,EX,Bock Rock,1.4,4.593175853,NA,23.81721115,-76.18871307,NA,NA,JP,Weiler,NA,NA,TOP,COLONY IN DARK,LSI954,NA,NA,Nassau
LSI0954,OFAV,Orbicella,faveolata,10/10/19,NA,EX,Bock Rock,1.4,4.593175853,NA,23.81721115,-76.18871307,NA,NA,JP,Weiler,NA,NA,BOTTOM,COLONY IN DARK,LSI953,NA,NA,Nassau
LSI0955,OFAV,Orbicella,faveolata,10/10/19,NA,EX,Bock Rock,1.1,3.608923885,NA,23.81721115,-76.18871307,NA,NA,JP,Weiler,NA,NA,TOP,COLONY IN DARK,LSI956,NA,NA,Nassau
LSI0956,OFAV,Orbicella,faveolata,10/10/19,NA,EX,Bock Rock,1.1,3.608923885,NA,23.81721115,-76.18871307,NA,NA,JP,Weiler,NA,NA,BOTTOM,COLONY IN DARK,LSI955,NA,NA,Nassau
LSI0957,OFAV,Orbicella,faveolata,10/10/19,NA,EX,Bock Rock,1.2,3.937007874,NA,23.81721115,-76.18871307,NA,NA,JP,Weiler,NA,NA,TOP,COLONY IN LIGHT,LSI958,NA,NA,Nassau
LSI0958,OFAV,Orbicella,faveolata,10/10/19,NA,EX,Bock Rock,1.2,3.937007874,NA,23.81721115,-76.18871307,NA,NA,JP,Weiler,NA,NA,BOTTOM,COLONY IN LIGHT,LSI957,NA,NA,Nassau
LSI0959,OANN,Orbicella,annularis,10/10/19,NA,EX,Bock Rock,1.1,3.608923885,NA,23.81721115,-76.18871307,NA,NA,JP,Weiler,NA,NA,TOP,COLONY IN LIGHT,LSI981,NA,NA,Nassau
LSI0960,MYCE,Mycetophyllia,sp,10/10/19,NA,EX,BOCK CAY WALL,27.7368,91,NA,23.83203125,-76.15284729,NA,NA,RK/SK,Cunning Canon,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0961,OFRA,Orbicella,franksi,10/10/19,NA,EX,BOCK CAY WALL,27.432,90,NA,23.83203125,-76.15284729,NA,NA,RK/SK,Cunning Canon,NA,NA,TOP,LSI962,NA,NA,NA,Nassau
LSI0962,OFRA,Orbicella,franksi,10/10/19,NA,EX,BOCK CAY WALL,27.432,90,NA,23.83203125,-76.15284729,NA,NA,RK/SK,Cunning Canon,NA,NA,BOTTOM,LSI961,NA,NA,NA,Nassau
LSI0963,MCAV,Montastraea,cavernosa,10/10/19,NA,EX,BOCK CAY WALL,27.1272,89,NA,23.83203125,-76.15284729,NA,NA,RK/SK,Cunning Canon,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0964,SSID,Siderastrea,siderea,10/10/19,NA,EX,BOCK CAY WALL,27.432,90,NA,23.83203125,-76.15284729,NA,NA,RK/SK,Cunning Canon,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0965,PPOR,Porites,porites,10/10/19,NA,EX,BOCK CAY WALL,28.0416,92,NA,23.83203125,-76.15284729,NA,NA,RK/SK,Cunning Canon,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0966,SSID,Siderastrea,siderea,10/10/19,NA,EX,BOCK CAY WALL,26.5176,87,NA,23.83203125,-76.15284729,NA,NA,RK/SK,Cunning Canon,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0967,PPOR,Porites,porites,10/10/19,NA,EX,BOCK CAY WALL,27.7368,91,NA,23.83203125,-76.15284729,NA,NA,RK/SK,Cunning Canon,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0968,OFRA,Orbicella,franksi,10/10/19,NA,EX,BOCK CAY WALL,28.3464,93,NA,23.83203125,-76.15284729,NA,NA,RK/SK,Cunning Canon,NA,NA,TOP,LSI969,NA,NA,NA,Nassau
LSI0969,OFRA,Orbicella,franksi,10/10/19,NA,EX,BOCK CAY WALL,28.3464,93,NA,23.83203125,-76.15284729,NA,NA,RK/SK,Cunning Canon,NA,NA,BOTTOM,LSI968,NA,NA,NA,Nassau
LSI0970,MMEA,Meandrina,meandrites,10/10/19,NA,EX,BOCK CAY WALL,27.432,90,NA,23.83203125,-76.15284729,NA,NA,RK/SK,Cunning Canon,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0971,DLAB,Diploria,labyrinthiformis,10/10/19,NA,EX,BOCK CAY WALL,27.1272,89,NA,23.83203125,-76.15284729,NA,NA,RK/SK,Cunning Canon,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0972,PAST,Porites,astreoides,10/10/19,NA,EX,BOCK CAY WALL,27.432,90,NA,23.83203125,-76.15284729,NA,NA,RK/SK,Cunning Canon,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0973,PPOR,Porites,porites,10/10/19,NA,EX,BOCK CAY WALL,25.6032,84,NA,23.83203125,-76.15284729,NA,NA,RK/SK,Cunning Canon,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0974,SSID,Siderastrea,siderea,10/10/19,NA,EX,Andy's Acer,1.2192,4,NA,23.78573036,-76.11737061,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0975,PCLI,Pseudodiploria,clivosa,10/10/19,NA,EX,Andy's Acer,0.9144,3,NA,23.78573036,-76.11737061,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0976,PAST,Porites,astreoides,10/10/19,NA,EX,Andy's Acer,0.9144,3,NA,23.78573036,-76.11737061,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0977,PPOR,Porites,porites,10/10/19,NA,EX,Andy's Acer,1.2192,4,NA,23.78573036,-76.11737061,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0978,PCLI,Pseudodiploria,clivosa,10/10/19,NA,EX,Andy's Acer,1.2192,4,NA,23.78573036,-76.11737061,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0979,ACER,Acropora,cervicornis,10/10/19,NA,EX,Andy's Acer,0.6096,2,NA,23.78573036,-76.11737061,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI0981,OANN,Orbicella,annularis,10/10/19,NA,EX,Bock Rock,1.1,3.608923885,NA,23.81721115,-76.18871307,NA,NA,JP,Weiler,NA,NA,BOTTOM,COLONY IN LIGHT,LSI959,NA,NA,Nassau
LSI0982,OANN,Orbicella,annularis,10/10/19,NA,EX,Bock Rock,2.2,7.217847769,NA,23.81721115,-76.18871307,NA,NA,JP,Weiler,NA,NA,TOP,COLONY IN LIGHT,LSI983,NA,NA,Nassau
LSI0983,OANN,Orbicella,annularis,10/10/19,NA,EX,Bock Rock,2.2,7.217847769,NA,23.81721115,-76.18871307,NA,NA,JP,Weiler,NA,NA,BOTTOM,COLONY IN LIGHT,LSI982,NA,NA,Nassau
LSI0984,OANN,Orbicella,annularis,10/10/19,NA,EX,Bock Rock,1.524,5,NA,23.81721115,-76.18871307,NA,NA,AB/BW,BAKER,NA,NA,"TOP, RECOVERING",UNDER LEDGE,"LSI 985, LSI 986",NA,NA,Nassau
LSI0985,OANN,Orbicella,annularis,10/10/19,NA,EX,Bock Rock,1.524,5,NA,23.81721115,-76.18871307,NA,NA,AB/BW,BAKER,NA,NA,"SIDE, BLEACHED",UNDER LEDGE,"LSI 984, LSI 986",NA,NA,Nassau
LSI0986,OANN,Orbicella,annularis,10/10/19,NA,EX,Bock Rock,1.524,5,NA,23.81721115,-76.18871307,NA,NA,AB/BW,BAKER,NA,NA,"BOTTOM, HEALTHY",UNDER LEDGE,"LSI 984, LSI 985",NA,NA,Nassau
LSI0987,OFAV,Orbicella,faveolata,10/10/19,NA,EX,Bock Rock,1.524,5,NA,23.81721115,-76.18871307,NA,NA,AB/BW,BAKER,NA,NA,BLEACHED SIDE,UNDER LEDGE,"LSI 988, LSI 989",NA,NA,Nassau
LSI0988,OFAV,Orbicella,faveolata,10/10/19,NA,EX,Bock Rock,1.524,5,NA,23.81721115,-76.18871307,NA,NA,AB/BW,BAKER,NA,NA,MIDPOINT PALE,UNDER LEDGE,"LSI 987, LSI 989",NA,NA,Nassau
LSI0989,OFAV,Orbicella,faveolata,10/10/19,NA,EX,Bock Rock,1.524,5,NA,23.81721115,-76.18871307,NA,NA,AB/BW,BAKER,NA,NA,FAR SIDE HEALTHY,UNDER LEDGE,"LSI 987, LSI 988",NA,NA,Nassau
LSI0990,MMIR,Madracis,mirabilis,10/10/19,NA,EX,Bock Rock,3.048,10,NA,23.81721115,-76.18871307,NA,NA,AB/BW,BAKER,NA,NA,UNDER LEDGE,NA,NA,NA,NA,Nassau
LSI0991,OFRA,Orbicella,franksi,10/10/19,NA,EX,Bock Rock,1.8288,6,NA,23.81721115,-76.18871307,NA,NA,AB/BW,BAKER,NA,NA,HEALTHY SIDE,UNDER LEDGE,"LSI 992, 993",NA,NA,Nassau
LSI0992,OFRA,Orbicella,franksi,10/10/19,NA,EX,Bock Rock,1.8288,6,NA,23.81721115,-76.18871307,NA,NA,AB/BW,BAKER,NA,NA,BLEACHED MIDDLE,UNDER LEDGE,"LSI 991, 993",NA,NA,Nassau
LSI0993,OFRA,Orbicella,franksi,10/10/19,NA,EX,Bock Rock,1.8288,6,NA,23.81721115,-76.18871307,NA,NA,AB/BW,BAKER,NA,NA,RECOVERING TOP LEFT,UNDER LEDGE,"LSI 991, 992",NA,NA,Nassau
LSI0994,OFRA,Orbicella,franksi,10/10/19,NA,EX,Bock Rock,2.7432,9,NA,23.81721115,-76.18871307,NA,NA,AB/BW,BAKER,NA,NA,HEALTHY SIDE,UNDER LEDGE,"LSI 995, LSI 996",NA,NA,Nassau
LSI0995,OFRA,Orbicella,franksi,10/10/19,NA,EX,Bock Rock,2.7432,9,NA,23.81721115,-76.18871307,NA,NA,AB/BW,BAKER,NA,NA,BLEACHED MIDDLE,UNDER LEDGE,"LSI 994, LSI 996",NA,NA,Nassau
LSI0996,OFRA,Orbicella,franksi,10/10/19,NA,EX,Bock Rock,2.7432,9,NA,23.81721115,-76.18871307,NA,NA,AB/BW,BAKER,NA,NA,RECOVERING TOP LEFT,UNDER LEDGE,"LSI 994, LSI 995",NA,NA,Nassau
LSI0997,OFAV,Orbicella,faveolata,10/10/19,NA,EX,Bock Rock,2.7432,9,NA,23.81721115,-76.18871307,NA,NA,AB/BW,BAKER,NA,NA,HEALTHY,UNDER LEDGE,"LSI 998, LSI 999",NA,NA,Nassau
LSI0998,OFAV,Orbicella,faveolata,10/10/19,NA,EX,Bock Rock,2.7432,9,NA,23.81721115,-76.18871307,NA,NA,AB/BW,BAKER,NA,NA,BLEACHED,UNDER LEDGE,"LSI 997, LSI 999",NA,NA,Nassau
LSI0999,OFAV,Orbicella,faveolata,10/10/19,NA,EX,Bock Rock,2.7432,9,NA,23.81721115,-76.18871307,NA,NA,AB/BW,BAKER,NA,NA,RECOVERING (LEFT OF PHOTO),UNDER LEDGE,"LSI 997, LSI 998",NA,NA,Nassau
LSI1000,MCAV,Montastraea,cavernosa,10/10/19,NA,EX,Bock Rock,1.2192,4,NA,23.81721115,-76.18871307,NA,NA,AB/BW,BAKER,NA,NA,MASSIVE POLYPS,UNDER LEDGE,NA,NA,NA,Nassau
LSI1001,PPOR,Porites,porites,10/10/19,NA,EX,Andy's Acer,1.2192,4,NA,23.78573036,-76.11737061,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI1002,ACER,Acropora,cervicornis,10/10/19,NA,EX,Andy's Acer,1.2192,4,NA,23.78573036,-76.11737061,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI1003,PSTR,Pseudodiploria,strigosa,10/10/19,NA,EX,Andy's Acer,1.524,5,NA,23.78573036,-76.11737061,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI1004,PAST,Porites,astreoides,10/10/19,NA,EX,Andy's Acer,1.8288,6,NA,23.78573036,-76.11737061,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI1005,MALC,Millepora,alcicornis,10/10/19,NA,EX,Andy's Acer,1.8288,6,NA,23.78573036,-76.11737061,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI1006,APAL,Acropora,palmata,10/10/19,NA,EX,Norman's Pond Cay,0.9144,3,NA,23.78973007,-76.13807678,NA,NA,RC,Cunning Canon,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI1007,PSTR,Pseudodiploria,strigosa,10/10/19,NA,EX,Norman's Pond Cay,0.9144,3,NA,23.78973007,-76.13807678,NA,NA,RC,Cunning Canon,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI1008,PSTR,Pseudodiploria,strigosa,10/10/19,NA,EX,Norman's Pond Cay,0.6096,2,NA,23.78973007,-76.13807678,NA,NA,RC,Cunning Canon,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI1009,SSID,Siderastrea,siderea,10/10/19,NA,EX,Norman's Pond Cay,0.6096,2,NA,23.78973007,-76.13807678,NA,NA,RC,Cunning Canon,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI1010,MCAV,Montastraea,cavernosa,10/10/19,NA,EX,Norman's Pond Cay,1.524,5,NA,23.78973007,-76.13807678,NA,NA,NH,Hurtado,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI1011,APAL,Acropora,palmata,10/10/19,NA,EX,Norman's Pond Cay,0.6096,2,NA,23.78973007,-76.13807678,NA,NA,NH,Hurtado,NA,NA,TOP,NA,LSI 1011,NA,NA,Nassau
LSI1012,APAL,Acropora,palmata,10/10/19,NA,EX,Norman's Pond Cay,0.6096,2,NA,23.78973007,-76.13807678,NA,NA,NH,Hurtado,NA,NA,BOTTOM,NA,LSI 1012,NA,NA,Nassau
LSI1013,APAL,Acropora,palmata,10/10/19,NA,EX,Norman's Pond Cay,0.3048,1,NA,23.78973007,-76.13807678,NA,NA,NH,Hurtado,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI1014,SSID,Siderastrea,siderea,10/10/19,NA,EX,Norman's Pond Cay,1.524,5,NA,23.78973007,-76.13807678,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI1015,PCLI,Pseudodiploria,clivosa,10/10/19,NA,EX,Norman's Pond Cay,0.9144,3,NA,23.78973007,-76.13807678,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI1016,OFAV,Orbicella,faveolata,10/10/19,NA,EX,Norman's Pond Cay,1.524,5,NA,23.78973007,-76.13807678,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI1017,PSTR,Pseudodiploria,strigosa,10/10/19,NA,EX,Norman's Pond Cay,1.2192,4,NA,23.78973007,-76.13807678,NA,NA,OW,Williamson,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI1018,APAL,Acropora,palmata,10/10/19,NA,EX,Norman's Pond Cay,1.2192,4,NA,23.78973007,-76.13807678,NA,NA,OW,Williamson,NA,NA,TOP,NA,LSI 1019,NA,NA,Nassau
LSI1019,APAL,Acropora,palmata,10/10/19,NA,EX,Norman's Pond Cay,1.2192,4,NA,23.78973007,-76.13807678,NA,NA,OW,Williamson,NA,NA,BOTTOM,NA,LSI 1018,NA,NA,Nassau
LSI1020,PAST,Porites,astreoides,10/10/19,NA,EX,Andy's Acer,1.2192,4,NA,23.78573036,-76.11737061,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI1021,APAL,Acropora,palmata,10/10/19,NA,EX,APAL REEF,1.2192,4,NA,23.78036118,-76.10372162,NA,NA,AB/SK,No photo,NA,NA,TOP,NA,NA,NA,NA,Nassau
LSI1022,APAL,Acropora,palmata,10/10/19,NA,EX,APAL REEF,1.2192,4,NA,23.78036118,-76.10372162,NA,NA,AB/SK,No photo,NA,NA,BOTTOM,NA,NA,NA,NA,Nassau
LSI1024,APAL,Acropora,palmata,10/10/19,NA,EX,APAL REEF,0.9144,3,NA,23.78036118,-76.10372162,NA,NA,AB/SK,No photo,NA,NA,TOP,NA,NA,NA,NA,Nassau
LSI1025,APAL,Acropora,palmata,10/10/19,NA,EX,APAL REEF,0.9144,3,NA,23.78036118,-76.10372162,NA,NA,AB/SK,No photo,NA,NA,BOTTOM,NA,NA,NA,NA,Nassau
LSI1026,APRO,Acropora,prolifera,10/10/19,NA,EX,APAL REEF,1.524,5,NA,23.78036118,-76.10372162,NA,NA,AB/SK,No photo,NA,NA,NA,NA,NA,NA,NA,Nassau
LSI1027,APRO,Acropora,prolifera,10/10/19,NA,EX,APAL REEF,1.524,5,NA,23.78036118,-76.10372162,NA,NA,AB/SK,No photo,NA,NA,NA,NA,NA,NA,NA,Nassau
LSNA,APAL,Acropora,palmata,10/9/19,NA,EX,APAL REEF,1.524,5,NA,23.78036118,-76.10372162,NA,NA,AB,BAKER,NA,NA,BOTTOM,NA,611,NA,NA,Nassau
LSNA,APRO,Acropora,prolifera,10/9/19,NA,EX,APAL REEF,1.524,5,NA,23.78036118,-76.10372162,NA,NA,AB,BAKER,NA,NA,614?,NA,NA,NA,NA,Nassau
NP0001,OANN,Orbicella,annularis,10/6/19,NA,NP,Near Clifton Wall,9.144,30,NA,25.00542068,-77.55110168,5,WP 455,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
NP0002,PAST,Porites,astreoides,10/6/19,NA,NP,Near Clifton Wall,9.144,30,NA,25.00542068,-77.55110168,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
NP0003,OFAV,Orbicella,faveolata,10/6/19,NA,NP,Near Clifton Wall,8.8392,29,NA,25.00542068,-77.55110168,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
NP0004,DLAB,Diploria,labyrinthiformis,10/6/19,NA,NP,Near Clifton Wall,9.4488,31,NA,25.00542068,-77.55110168,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
NP0005,MCAV,Montastraea,cavernosa,10/6/19,NA,NP,Near Clifton Wall,9.4488,31,NA,25.00542068,-77.55110168,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
NP0006,SSID,Siderastrea,siderea,10/6/19,NA,NP,Near Clifton Wall,10.0584,33,NA,25.00542068,-77.55110168,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
NP0007,ATEN,Agaricia,tenuifolia,10/6/19,NA,NP,Near Clifton Wall,10.3632,34,NA,25.00542068,-77.55110168,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
NP0008,OFRA,Orbicella,franksi,10/6/19,NA,NP,Near Clifton Wall,9.4488,31,NA,25.00542068,-77.55110168,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
NP0009,PPOR,Porites,porites,10/6/19,NA,NP,Near Clifton Wall,10.668,35,NA,25.00542068,-77.55110168,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
NP0010,DLAB,Diploria,labyrinthiformis,10/6/19,NA,NP,Near Clifton Wall,10.0584,33,NA,25.00542068,-77.55110168,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
NP0011,PAST,Porites,astreoides,10/6/19,NA,NP,Near Clifton Wall,10.668,35,NA,25.00542068,-77.55110168,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
NP0012,OFAV,Orbicella,faveolata,10/6/19,NA,NP,Near Clifton Wall,10.0584,33,NA,25.00542068,-77.55110168,NA,NA,RK,Cunning,NA,NA,Possibly Ofra,NA,NA,NA,NA,Nassau
NP0013,AAGA,Agaricia,agaricites,10/6/19,NA,NP,Near Clifton Wall,10.0584,33,NA,25.00542068,-77.55110168,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
NP0014,MCAV,Montastraea,cavernosa,10/6/19,NA,NP,Near Clifton Wall,9.7536,32,NA,25.00542068,-77.55110168,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
NP0015,SSID,Siderastrea,siderea,10/6/19,NA,NP,Near Clifton Wall,10.0584,33,NA,25.00542068,-77.55110168,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
NP0016,SINT,Stephanocoenia,intersepta,10/6/19,NA,NP,Near Clifton Wall,9.7536,32,NA,25.00542068,-77.55110168,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
NP0017,OANN,Orbicella,annularis,10/6/19,NA,NP,Near Clifton Wall,8.8392,29,NA,25.00542068,-77.55110168,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
NP0018,OFAV,Orbicella,faveolata,10/6/19,NA,NP,Near Clifton Wall,9.144,30,NA,25.00542068,-77.55110168,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
NP0019,PPOR,Porites,porites,10/6/19,NA,NP,Near Clifton Wall,9.4488,31,NA,25.00542068,-77.55110168,NA,NA,RK,Cunning,NA,NA,NA,NA,NA,NA,NA,Nassau
